DATE,POWER FLOW (mcm),ENERGY (GWh),RES ELEV (m),SPILL (mcm),GROSS STORAGE (mcm),RAIN (mm)
15-Oct-85,4.68,2.31,436.42,0.00,684.03,-1.00
16-Oct-85,4.83,2.38,436.33,0.00,682.08,-1.00
17-Oct-85,4.13,2.04,436.19,0.00,678.58,-1.00
18-Oct-85,4.34,2.14,436.04,0.00,674.94,-1.00
19-Oct-85,3.34,1.65,435.90,0.00,671.58,-1.00
20-Oct-85,2.84,1.40,435.78,0.00,668.60,-1.00
21-Oct-85,3.53,1.74,435.67,0.00,665.15,-1.00
22-Oct-85,4.02,1.98,435.57,0.00,663.68,-1.00
23-Oct-85,3.52,1.73,435.42,0.00,660.06,-1.00
24-Oct-85,3.52,1.73,435.29,0.00,656.86,-1.00
25-Oct-85,2.73,1.34,435.18,0.00,654.42,-1.00
26-Oct-85,3.51,1.72,435.17,0.00,654.15,-1.00
27-Oct-85,2.22,1.09,435.50,0.00,661.95,-1.00
28-Oct-85,1.37,0.68,435.69,0.00,666.66,-1.00
29-Oct-85,2.64,1.30,435.70,0.00,666.80,-1.00
30-Oct-85,2.54,1.25,436.15,0.00,677.62,-1.00
31-Oct-85,3.36,1.66,436.71,0.00,690.99,-1.00
1-Nov-85,3.23,1.60,437.20,0.00,702.13,-1.00
2-Nov-85,2.37,1.18,437.69,0.97,714.44,-1.00
3-Nov-85,2.20,1.09,438.06,12.98,723.54,-1.00
4-Nov-85,3.10,1.54,438.04,4.10,723.06,-1.00
5-Nov-85,3.66,1.82,437.97,2.95,721.35,-1.00
6-Nov-85,3.39,1.69,438.00,8.44,722.12,-1.00
7-Nov-85,3.74,1.86,438.02,71.75,722.36,-1.00
8-Nov-85,4.12,2.05,437.99,8.14,721.76,-1.00
9-Nov-85,2.75,1.37,438.02,7.68,722.38,-1.00
10-Nov-85,2.13,1.06,438.02,21.86,722.41,-1.00
11-Nov-85,3.65,1.82,438.10,24.81,724.42,-1.00
12-Nov-85,3.73,1.86,438.11,40.08,724.69,-1.00
13-Nov-85,3.66,1.82,438.12,35.45,724.78,-1.00
14-Nov-85,3.98,1.98,438.05,20.58,723.25,-1.00
15-Nov-85,3.34,1.66,438.06,11.65,723.51,-1.00
16-Nov-85,3.64,1.81,438.02,7.74,722.50,-1.00
17-Nov-85,3.71,1.84,438.04,4.59,722.94,-1.00
18-Nov-85,4.39,2.18,438.04,4.32,722.91,-1.00
19-Nov-85,3.93,1.95,437.93,0.00,720.34,-1.00
20-Nov-85,4.22,2.10,438.02,2.98,722.38,-1.00
21-Nov-85,4.53,2.25,437.92,0.00,720.10,-1.00
22-Nov-85,2.04,1.02,437.91,0.00,719.89,-1.00
23-Nov-85,4.72,2.35,438.00,0.00,721.90,-1.00
24-Nov-85,4.57,2.27,437.94,0.00,720.40,-1.00
25-Nov-85,4.89,2.43,437.89,0.00,719.26,-1.00
26-Nov-85,4.20,2.09,437.77,0.00,716.53,-1.00
27-Nov-85,2.57,1.28,437.67,0.00,714.15,-1.00
28-Nov-85,3.49,1.74,437.62,0.00,712.98,-1.00
29-Nov-85,4.71,2.34,437.61,0.00,712.52,-1.00
30-Nov-85,3.41,1.70,437.53,0.00,710.79,-1.00
1-Dec-85,4.47,2.22,437.54,0.00,710.86,-1.00
2-Dec-85,2.13,1.06,437.59,0.00,712.14,-1.00
3-Dec-85,3.42,1.70,437.61,0.00,712.62,-1.00
4-Dec-85,4.44,2.21,437.57,0.00,711.78,-1.00
5-Dec-85,4.06,2.01,437.54,0.00,711.06,-1.00
6-Dec-85,4.20,2.09,437.60,0.00,712.30,-1.00
7-Dec-85,4.70,2.33,437.64,0.00,713.34,-1.00
8-Dec-85,4.33,2.15,437.78,0.00,716.77,-1.00
9-Dec-85,5.81,2.89,437.93,0.00,720.20,-1.00
10-Dec-85,4.52,2.25,437.84,0.00,718.16,-1.00
11-Dec-85,5.76,2.86,437.77,0.00,716.43,-1.00
12-Dec-85,5.74,2.85,437.60,0.00,712.38,-1.00
13-Dec-85,5.88,2.92,437.53,0.00,710.65,-1.00
14-Dec-85,6.40,3.17,437.37,0.00,706.98,-1.00
15-Dec-85,2.85,1.42,437.30,0.00,705.30,-1.00
16-Dec-85,5.23,2.60,437.58,0.00,711.92,-1.00
17-Dec-85,4.13,2.05,437.74,0.00,715.78,-1.00
18-Dec-85,4.37,2.17,437.75,0.00,715.95,-1.00
19-Dec-85,3.91,1.94,437.63,0.00,713.22,-1.00
20-Dec-85,4.16,2.07,437.58,0.00,711.82,-1.00
21-Dec-85,4.74,2.35,437.66,0.00,713.79,-1.00
22-Dec-85,2.94,1.46,437.40,0.00,707.55,-1.00
23-Dec-85,2.58,1.28,437.49,0.00,709.78,-1.00
24-Dec-85,2.73,1.35,437.59,0.00,712.18,-1.00
25-Dec-85,3.45,1.71,437.56,0.00,711.42,-1.00
26-Dec-85,2.42,1.20,437.56,0.00,711.42,-1.00
27-Dec-85,4.65,2.31,437.61,0.00,712.59,-1.00
28-Dec-85,3.71,1.84,437.56,0.00,711.49,-1.00
29-Dec-85,1.50,0.74,437.50,0.00,710.02,-1.00
30-Dec-85,3.86,1.92,437.49,0.00,709.83,-1.00
31-Dec-85,3.56,1.77,437.39,0.00,707.34,-1.00
1-Jan-86,3.84,1.90,437.29,0.00,704.94,-1.00
2-Jan-86,2.85,1.41,437.18,0.00,702.34,-1.00
3-Jan-86,2.35,1.16,437.11,0.00,700.64,-1.00
4-Jan-86,1.29,0.64,437.05,0.00,699.13,-1.00
5-Jan-86,3.09,1.53,436.96,0.00,697.09,-1.00
6-Jan-86,3.54,1.75,437.22,2.03,703.38,-1.00
7-Jan-86,6.62,3.30,438.11,38.00,724.71,-1.00
8-Jan-86,5.85,2.91,438.15,52.69,725.58,-1.00
9-Jan-86,5.97,2.97,438.20,52.85,726.90,-1.00
10-Jan-86,5.78,2.88,438.14,52.60,725.26,-1.00
11-Jan-86,5.83,2.90,438.03,26.35,722.72,-1.00
12-Jan-86,4.53,2.25,438.13,28.36,725.10,-1.00
13-Jan-86,5.52,2.75,438.04,24.26,722.91,-1.00
14-Jan-86,4.35,2.17,438.08,29.40,723.94,-1.00
15-Jan-86,5.43,2.70,438.09,13.57,724.16,-1.00
16-Jan-86,5.75,2.86,438.05,6.57,723.30,-1.00
17-Jan-86,5.95,2.96,438.04,2.34,722.96,-1.00
18-Jan-86,5.87,2.92,438.02,2.43,722.48,-1.00
19-Jan-86,5.08,2.53,438.00,2.13,722.10,-1.00
20-Jan-86,5.54,2.76,437.99,0.00,721.64,-1.00
21-Jan-86,5.81,2.89,437.98,0.00,721.59,-1.00
22-Jan-86,4.51,2.24,437.95,0.00,720.80,-1.00
23-Jan-86,4.41,2.19,437.94,0.00,720.54,-1.00
24-Jan-86,6.18,3.07,437.93,0.00,720.20,-1.00
25-Jan-86,6.80,3.38,437.86,0.00,718.62,-1.00
26-Jan-86,5.76,2.87,437.85,0.00,718.35,-1.00
27-Jan-86,6.83,3.39,437.77,0.00,716.55,-1.00
28-Jan-86,7.34,3.65,437.70,0.00,714.78,-1.00
29-Jan-86,8.10,4.02,437.60,0.00,712.33,-1.00
30-Jan-86,6.72,3.34,437.51,0.00,710.24,-1.00
31-Jan-86,7.79,3.86,437.38,0.00,707.19,-1.00
1-Feb-86,6.98,3.46,437.33,0.00,706.02,-1.00
2-Feb-86,5.45,2.70,437.23,0.00,703.47,-1.00
3-Feb-86,5.15,2.55,437.18,0.00,702.22,-1.00
4-Feb-86,2.61,1.29,437.09,0.00,700.11,-1.00
5-Feb-86,3.74,1.85,437.07,0.00,699.58,-1.00
6-Feb-86,4.95,2.45,436.99,0.00,697.66,-1.00
7-Feb-86,5.86,2.90,436.84,0.00,694.04,-1.00
8-Feb-86,5.11,2.53,436.67,0.00,689.96,-1.00
9-Feb-86,1.80,0.89,436.53,0.00,686.77,-1.00
10-Feb-86,4.31,2.13,436.50,0.00,685.93,-1.00
11-Feb-86,3.73,1.84,436.37,0.00,682.88,-1.00
12-Feb-86,3.70,1.82,436.25,0.00,680.00,-1.00
13-Feb-86,3.55,1.75,436.13,0.00,677.17,-1.00
14-Feb-86,3.26,1.61,436.09,0.00,676.14,-1.00
15-Feb-86,3.93,1.94,436.05,0.00,675.30,-1.00
16-Feb-86,0.24,0.12,436.38,0.00,683.10,-1.00
17-Feb-86,5.54,2.74,436.48,0.00,685.52,-1.00
18-Feb-86,6.68,3.30,436.43,0.00,684.42,-1.00
19-Feb-86,6.65,3.28,436.46,0.00,685.11,-1.00
20-Feb-86,6.68,3.30,436.48,0.00,685.42,-1.00
21-Feb-86,6.61,3.26,436.38,0.00,683.19,-1.00
22-Feb-86,6.67,3.29,436.27,0.00,680.58,-1.00
23-Feb-86,6.65,3.28,436.14,0.00,677.31,-1.00
24-Feb-86,6.09,3.00,435.98,0.00,673.52,-1.00
25-Feb-86,6.01,2.96,435.83,0.00,669.97,-1.00
26-Feb-86,6.37,3.14,436.05,0.00,675.30,-1.00
27-Feb-86,6.63,3.27,436.06,0.00,675.44,-1.00
28-Feb-86,6.67,3.28,435.90,0.00,671.58,-1.00
1-Mar-86,6.80,3.35,435.74,0.00,667.78,-1.00
2-Mar-86,3.73,1.84,435.57,0.00,663.66,-1.00
3-Mar-86,6.72,3.30,435.57,0.00,663.58,8.00
4-Mar-86,6.55,3.22,435.47,0.00,661.33,19.00
5-Mar-86,6.61,3.25,435.35,0.00,658.38,0.00
6-Mar-86,7.02,3.45,435.27,0.00,656.41,0.00
7-Mar-86,6.96,3.41,435.07,0.00,653.70,3.90
8-Mar-86,5.67,2.78,434.87,0.00,647.25,44.30
9-Mar-86,3.22,1.58,434.91,0.00,648.15,29.30
10-Mar-86,5.99,2.94,435.23,0.00,655.42,0.20
11-Mar-86,6.65,3.27,435.20,0.00,654.73,0.40
12-Mar-86,5.77,2.83,435.08,0.00,651.94,0.00
13-Mar-86,4.65,2.28,435.02,0.00,650.58,0.00
14-Mar-86,4.20,2.06,435.05,0.00,651.10,0.00
15-Mar-86,4.10,2.01,435.06,0.00,651.39,0.00
16-Mar-86,4.13,2.02,435.06,0.00,651.51,0.00
17-Mar-86,4.21,2.06,435.05,0.00,651.10,1.00
18-Mar-86,4.21,2.06,435.07,0.00,651.68,0.00
19-Mar-86,4.20,2.06,435.01,0.00,650.19,0.00
20-Mar-86,4.18,2.05,434.93,0.00,648.43,2.30
21-Mar-86,4.08,2.00,434.88,0.00,647.46,-1.00
22-Mar-86,4.01,1.97,434.86,0.00,647.06,-1.00
23-Mar-86,4.09,2.00,434.85,0.00,646.93,-1.00
24-Mar-86,4.28,2.10,434.85,0.00,646.85,-1.00
25-Mar-86,3.53,1.73,434.80,0.00,645.88,-1.00
26-Mar-86,4.11,2.01,434.77,0.00,645.25,-1.00
27-Mar-86,4.64,2.27,434.72,0.00,644.20,-1.00
28-Mar-86,5.00,2.45,434.64,0.00,642.48,-1.00
29-Mar-86,4.73,2.31,434.56,0.00,640.78,-1.00
30-Mar-86,4.08,1.99,434.50,0.00,639.46,-1.00
31-Mar-86,4.70,2.30,434.47,0.00,638.81,0.00
1-Apr-86,5.32,2.60,434.39,0.00,637.27,0.00
2-Apr-86,4.57,2.23,434.29,0.00,635.09,0.00
3-Apr-86,4.34,2.12,434.24,0.95,634.00,0.00
4-Apr-86,4.51,2.20,434.11,0.10,631.31,28.00
5-Apr-86,5.24,2.56,434.12,0.00,631.46,6.20
6-Apr-86,4.94,2.41,434.10,0.00,631.04,0.00
7-Apr-86,4.70,2.29,433.97,0.00,628.45,0.00
8-Apr-86,4.46,2.17,433.82,0.00,625.28,0.00
9-Apr-86,4.56,2.22,433.70,0.00,622.62,0.00
10-Apr-86,4.80,2.33,433.60,0.00,620.52,-1.00
11-Apr-86,4.63,2.25,433.49,0.00,618.31,-1.00
12-Apr-86,3.62,1.76,433.36,0.00,615.48,-1.00
13-Apr-86,2.37,1.15,433.32,0.00,614.72,-1.00
14-Apr-86,2.07,1.01,433.34,0.00,615.18,-1.00
15-Apr-86,1.83,0.89,433.42,0.00,616.88,-1.00
16-Apr-86,3.66,1.78,433.54,0.00,619.36,-1.00
17-Apr-86,4.56,2.22,433.68,0.00,622.24,-1.00
18-Apr-86,5.15,2.51,433.74,0.00,623.46,-1.00
19-Apr-86,5.82,2.84,433.69,0.00,622.45,-1.00
20-Apr-86,4.68,2.28,433.60,0.00,620.68,-1.00
21-Apr-86,6.55,3.19,433.59,0.00,620.31,-1.00
22-Apr-86,6.72,3.27,433.50,0.00,618.52,-1.00
23-Apr-86,6.85,3.34,433.50,0.00,618.50,-1.00
24-Apr-86,4.62,2.25,433.46,0.00,617.70,-1.00
25-Apr-86,6.68,3.25,433.50,0.00,618.42,-1.00
26-Apr-86,6.57,3.20,433.70,0.00,622.62,-1.00
27-Apr-86,5.04,2.45,433.81,0.00,624.99,-1.00
28-Apr-86,6.63,3.23,434.04,0.00,629.82,34.00
29-Apr-86,6.04,2.94,434.00,0.00,629.00,0.00
30-Apr-86,5.73,2.80,433.98,0.00,628.50,4.50
1-May-86,1.12,0.55,434.16,0.00,632.36,28.10
2-May-86,3.67,1.79,434.45,0.00,638.35,1.30
3-May-86,4.32,2.11,434.48,0.00,639.10,27.10
4-May-86,2.14,1.05,434.52,0.00,639.88,1.80
5-May-86,4.24,2.07,434.64,0.00,642.42,-1.00
6-May-86,5.94,2.91,434.60,0.00,641.56,-1.00
7-May-86,4.99,2.44,434.44,0.00,638.32,-1.00
8-May-86,6.07,2.97,434.35,0.00,636.37,-1.00
9-May-86,4.93,2.41,434.17,0.00,632.47,-1.00
10-May-86,4.05,1.98,434.15,0.00,532.15,-1.00
11-May-86,3.15,1.54,434.04,0.00,529.90,-1.00
12-May-86,4.70,2.29,434.09,0.00,630.93,0.00
13-May-86,6.26,3.05,434.08,0.00,630.60,0.00
14-May-86,6.01,2.93,434.01,0.00,629.21,0.00
15-May-86,6.26,3.05,434.05,0.00,630.09,0.00
16-May-86,5.88,2.87,433.94,0.00,627.80,0.00
17-May-86,4.54,2.21,433.85,0.00,625.85,0.00
18-May-86,3.81,1.86,433.78,0.00,624.40,0.00
19-May-86,5.77,2.81,433.74,0.00,623.54,0.00
20-May-86,5.59,2.72,433.63,0.00,621.29,0.00
21-May-86,6.31,3.07,433.42,0.00,616.86,0.00
22-May-86,4.38,2.13,433.14,0.00,611.00,0.00
23-May-86,2.45,1.19,432.96,0.00,607.08,0.00
24-May-86,2.30,1.11,432.86,0.00,605.06,0.00
25-May-86,2.41,1.17,432.76,0.00,602.94,0.00
26-May-86,4.74,2.30,432.47,0.00,596.85,0.00
27-May-86,8.12,3.93,432.42,0.00,595.80,0.00
28-May-86,8.42,4.07,431.99,0.00,586.77,0.00
29-May-86,8.03,3.87,431.61,0.00,578.81,15.80
30-May-86,7.03,3.38,431.28,0.00,571.96,0.00
31-May-86,6.63,3.19,430.98,0.00,551.24,2.30
1-Jun-86,4.82,2.31,430.82,0.00,562.18,23.00
2-Jun-86,5.95,2.85,430.73,0.00,560.39,0.00
3-Jun-86,6.55,3.14,430.51,0.00,555.71,0.00
4-Jun-86,5.44,2.61,430.21,0.00,549.49,0.00
5-Jun-86,5.30,2.53,429.96,0.00,544.32,0.00
6-Jun-86,5.14,2.45,429.74,0.00,540.34,0.00
7-Jun-86,4.15,1.98,429.56,0.00,537.12,0.00
8-Jun-86,2.50,1.19,429.39,0.00,534.04,3.50
9-Jun-86,5.77,2.75,429.32,0.00,532.80,0.00
10-Jun-86,4.59,2.19,429.62,0.00,538.20,0.00
11-Jun-86,5.83,2.78,429.44,0.00,534.87,-1.00
12-Jun-86,7.03,3.35,429.15,0.00,529.66,-1.00
13-Jun-86,6.08,2.89,428.77,0.00,622.82,-1.00
14-Jun-86,4.13,1.96,428.54,0.00,518.63,-1.00
15-Jun-86,4.50,2.14,428.42,0.00,516.49,-1.00
16-Jun-86,6.82,3.23,428.24,0.00,513.28,9.80
17-Jun-86,6.97,3.30,428.08,0.00,510.44,0.00
18-Jun-86,6.84,3.23,427.80,0.00,505.40,0.00
19-Jun-86,7.41,3.49,427.41,0.00,498.42,0.00
20-Jun-86,6.28,2.96,427.03,0.00,491.60,0.00
21-Jun-86,4.01,1.89,426.67,0.00,485.08,0.00
22-Jun-86,3.57,1.68,426.45,0.00,481.01,0.00
23-Jun-86,5.05,2.37,426.24,0.00,477.36,0.00
24-Jun-86,4.87,2.28,425.94,0.00,471.83,3.30
25-Jun-86,5.33,2.49,425.69,0.00,467.35,0.00
26-Jun-86,3.93,1.84,425.43,0.00,462.67,0.00
27-Jun-86,4.47,2.08,425.20,0.00,458.67,0.00
28-Jun-86,3.54,1.65,424.93,0.00,453.90,0.00
29-Jun-86,4.19,1.95,424.75,0.00,451.03,0.00
30-Jun-86,5.00,2.32,424.48,0.00,446.65,0.00
1-Jul-86,3.82,1.77,424.19,0.00,442.04,0.00
2-Jul-86,4.00,1.85,423.95,0.00,438.17,0.00
3-Jul-86,4.63,2.14,423.70,0.00,434.20,0.00
4-Jul-86,6.76,3.12,423.38,0.00,429.06,0.00
5-Jul-86,5.26,2.42,422.94,0.00,422.01,0.00
6-Jul-86,2.04,0.94,422.56,0.00,415.96,0.00
7-Jul-86,5.19,2.38,422.41,0.00,413.50,0.00
8-Jul-86,4.52,2.07,422.04,0.00,407.66,0.00
9-Jul-86,6.53,2.99,421.72,0.00,402.54,0.00
10-Jul-86,4.29,1.96,421.26,0.00,395.11,0.00
11-Jul-86,5.01,2.28,420.97,0.41,390.47,0.00
12-Jul-86,4.51,2.05,420.59,0.00,384.50,0.20
13-Jul-86,3.33,1.51,420.32,0.00,380.06,1.60
14-Jul-86,5.84,2.65,420.22,0.00,378.44,7.00
15-Jul-86,5.70,2.58,419.92,0.00,373.81,2.00
16-Jul-86,4.65,2.11,419.77,0.19,371.72,1.20
17-Jul-86,4.89,2.21,419.58,0.00,369.09,0.00
18-Jul-86,4.78,2.16,419.28,0.00,364.95,0.00
19-Jul-86,4.48,2.02,418.96,0.00,361.00,0.00
20-Jul-86,4.75,2.14,418.60,0.00,355.39,0.00
21-Jul-86,7.74,3.47,417.96,0.00,346.40,0.00
22-Jul-86,7.73,3.46,417.70,0.00,342.73,0.00
23-Jul-86,9.03,4.03,417.00,0.00,333.00,0.10
24-Jul-86,8.98,3.99,416.21,0.00,321.94,6.20
25-Jul-86,8.23,3.64,415.67,0.00,314.41,0.00
26-Jul-86,6.88,3.06,416.06,0.00,319.77,0.00
27-Jul-86,5.51,2.44,415.80,0.00,316.13,0.00
28-Jul-86,8.17,3.61,415.38,0.00,310.33,-1.00
29-Jul-86,8.17,3.60,414.68,0.00,301.43,-1.00
30-Jul-86,7.36,3.23,414.01,0.00,294.08,-1.00
31-Jul-86,7.51,3.29,413.38,0.00,287.14,-1.00
1-Aug-86,7.26,3.16,412.75,0.00,280.27,-1.00
2-Aug-86,6.71,2.92,412.18,0.00,273.98,-1.00
3-Aug-86,4.84,2.10,411.58,0.00,267.42,-1.00
4-Aug-86,5.31,2.29,411.28,0.00,264.09,-1.00
5-Aug-86,5.05,2.18,411.41,0.00,265.54,-1.00
6-Aug-86,3.92,1.69,411.14,0.00,262.56,-1.00
7-Aug-86,4.73,2.04,411.40,0.00,265.39,-1.00
8-Aug-86,4.96,2.15,411.80,0.00,269.80,-1.00
9-Aug-86,4.12,1.79,412.61,0.00,278.72,-1.00
10-Aug-86,3.82,1.67,413.48,0.00,288.30,-1.00
11-Aug-86,5.18,2.27,413.94,0.00,293.34,-1.00
12-Aug-86,5.21,2.29,414.12,0.00,295.33,-1.00
13-Aug-86,4.09,1.80,414.85,0.00,303.32,-1.00
14-Aug-86,3.45,1.53,415.70,0.00,314.80,-1.00
15-Aug-86,4.80,2.13,416.19,0.00,321.63,-1.00
16-Aug-86,2.40,1.07,416.44,0.00,325.13,-1.00
17-Aug-86,3.12,1.39,416.69,0.00,328.63,-1.00
18-Aug-86,2.85,1.27,416.94,0.00,332.13,-1.00
19-Aug-86,2.05,0.91,416.80,0.00,330.13,-1.00
20-Aug-86,3.24,1.45,416.82,0.00,330.97,-1.00
21-Aug-86,2.86,1.27,416.75,0.00,329.44,-1.00
22-Aug-86,3.13,1.40,416.78,0.00,329.89,-1.00
23-Aug-86,3.60,1.60,416.70,0.00,328.80,-1.00
24-Aug-86,3.41,1.52,416.54,0.00,326.60,-1.00
25-Aug-86,5.45,2.42,416.39,0.00,324.39,-1.00
26-Aug-86,3.38,1.50,416.05,0.55,319.70,-1.00
27-Aug-86,3.84,1.70,415.83,0.00,316.62,-1.00
28-Aug-86,2.70,1.20,415.60,0.00,313.44,-1.00
29-Aug-86,2.89,1.28,415.44,0.45,311.12,-1.00
30-Aug-86,2.80,1.24,415.25,0.00,308.53,-1.00
31-Aug-86,2.29,1.01,415.06,0.00,305.19,-1.00
1-Sep-86,3.49,1.54,414.94,1.02,304.30,0.00
2-Sep-86,3.60,1.58,414.63,0.00,300.94,0.00
3-Sep-86,3.93,1.73,414.39,0.00,298.26,0.00
4-Sep-86,3.89,1.71,414.11,0.00,295.24,0.00
5-Sep-86,3.87,1.70,413.83,0.00,292.15,0.00
6-Sep-86,3.68,1.61,413.55,0.00,289.05,0.00
7-Sep-86,2.83,1.24,413.29,0.00,286.23,0.00
8-Sep-86,3.82,1.67,413.03,0.00,283.35,0.20
9-Sep-86,3.83,1.67,412.81,0.00,280.88,0.00
10-Sep-86,3.65,1.59,412.57,0.00,278.22,0.00
11-Sep-86,4.63,2.01,412.27,0.00,275.01,0.00
12-Sep-86,3.51,1.52,411.90,0.00,270.88,-1.00
13-Sep-86,4.64,2.01,411.75,0.00,269.21,-1.00
14-Sep-86,2.99,1.29,411.49,0.00,266.41,-1.00
15-Sep-86,3.24,1.40,411.49,0.00,266.43,4.10
16-Sep-86,3.37,1.46,411.58,0.00,267.35,11.50
17-Sep-86,1.66,0.72,412.50,0.00,277.45,1.30
18-Sep-86,3.54,1.55,413.45,0.00,287.99,0.20
19-Sep-86,4.86,2.14,414.14,0.00,295.51,0.10
20-Sep-86,4.08,1.80,414.72,0.00,301.87,0.00
21-Sep-86,0.94,0.42,415.32,0.00,309.44,0.00
22-Sep-86,2.13,0.94,416.00,0.00,319.03,6.20
23-Sep-86,2.59,1.15,416.57,0.00,327.01,0.20
24-Sep-86,2.18,0.97,417.22,0.00,333.22,0.20
25-Sep-86,1.63,0.73,417.75,0.00,343.43,0.10
26-Sep-86,2.82,1.27,418.41,0.00,352.67,0.00
27-Sep-86,2.37,1.07,418.93,0.00,359.99,0.00
28-Sep-86,1.83,0.83,419.39,0.00,366.46,0.00
29-Sep-86,2.10,0.95,419.77,0.00,371.72,0.20
30-Sep-86,1.45,0.66,420.00,0.00,374.94,14.40
1-Oct-86,1.58,0.72,420.53,0.00,383.54,3.90
2-Oct-86,1.32,0.60,421.50,0.00,398.97,0.00
3-Oct-86,2.08,0.95,422.02,0.00,407.27,0.00
4-Oct-86,2.31,1.06,422.31,0.00,411.91,1.00
5-Oct-86,1.44,0.66,422.53,0.00,415.40,3.20
6-Oct-86,2.88,1.33,422.87,0.00,420.95,0.00
7-Oct-86,2.62,1.21,423.37,0.00,428.86,0.00
8-Oct-86,2.67,1.24,423.75,0.00,435.02,0.00
9-Oct-86,2.25,1.04,424.14,0.00,441.16,0.00
10-Oct-86,4.69,2.18,424.37,0.00,444.92,74.70
11-Oct-86,2.88,1.34,424.66,0.00,449.56,45.00
12-Oct-86,3.11,1.45,425.32,0.00,460.81,25.00
13-Oct-86,2.86,1.34,426.05,0.00,473.83,0.00
14-Oct-86,3.84,1.80,426.34,0.00,479.19,5.80
15-Oct-86,3.01,1.41,426.46,0.00,481.19,17.40
16-Oct-86,3.09,1.45,426.98,0.00,490.69,0.40
17-Oct-86,1.31,0.62,427.34,0.00,497.10,0.20
18-Oct-86,2.78,1.32,427.67,0.00,503.11,25.20
19-Oct-86,2.19,1.04,428.09,0.00,510.62,10.30
20-Oct-86,3.36,1.59,428.62,0.00,520.23,0.00
21-Oct-86,3.50,1.67,429.15,0.00,529.72,24.20
22-Oct-86,2.78,1.33,429.81,0.00,541.65,0.00
23-Oct-86,3.19,1.53,430.24,0.00,550.02,0.00
24-Oct-86,3.97,1.90,430.51,0.00,555.61,12.80
25-Oct-86,4.81,2.31,430.68,0.00,559.22,1.00
26-Oct-86,4.25,2.04,430.83,0.00,562.45,5.80
27-Oct-86,4.30,2.07,431.12,0.00,568.44,0.00
28-Oct-86,4.43,2.14,431.44,0.00,575.18,0.00
29-Oct-86,3.44,1.66,431.60,0.00,578.56,0.00
30-Oct-86,3.43,1.66,431.75,0.00,581.77,3.80
31-Oct-86,2.97,1.44,432.05,0.00,587.99,10.20
1-Nov-86,4.19,2.03,432.76,0.00,602.98,6.40
2-Nov-86,1.54,0.75,433.71,0.00,622.95,0.10
3-Nov-86,5.57,2.73,434.74,0.00,644.56,0.00
4-Nov-86,7.40,3.63,435.21,0.00,654.92,0.20
5-Nov-86,7.71,3.79,435.28,0.00,656.79,2.40
6-Nov-86,7.71,3.79,435.47,0.00,661.23,5.80
7-Nov-86,5.01,2.46,435.81,0.00,669.34,0.00
8-Nov-86,4.24,2.09,436.12,0.00,676.88,0.00
9-Nov-86,5.65,2.79,436.33,0.00,681.87,0.00
10-Nov-86,7.94,3.92,436.45,0.00,684.70,0.00
11-Nov-86,7.36,3.63,436.40,0.00,683.50,0.80
12-Nov-86,7.73,3.81,436.33,0.00,681.82,4.20
13-Nov-86,8.00,3.95,436.18,0.00,678.37,0.00
14-Nov-86,7.38,3.64,435.99,0.00,673.83,0.00
15-Nov-86,5.43,2.67,435.76,0.00,668.17,0.00
16-Nov-86,4.62,2.27,435.61,0.00,664.66,0.00
17-Nov-86,7.30,3.59,435.47,0.00,661.31,0.00
18-Nov-86,7.81,3.83,435.18,0.00,654.37,0.00
19-Nov-86,8.24,4.04,434.89,0.00,647.61,0.00
20-Nov-86,8.38,4.10,434.55,0.48,640.47,12.60
21-Nov-86,8.55,4.18,434.20,0.00,633.12,1.20
22-Nov-86,7.14,3.48,433.91,0.00,627.05,0.00
23-Nov-86,4.77,2.32,433.68,0.00,622.18,0.80
24-Nov-86,5.73,2.79,433.53,0.00,619.13,0.00
25-Nov-86,6.14,2.98,433.29,0.00,614.13,1.40
26-Nov-86,5.91,2.87,433.06,0.00,609.16,0.10
27-Nov-86,6.08,2.95,432.85,0.00,604.75,12.20
28-Nov-86,6.36,3.08,432.60,0.00,599.50,5.40
29-Nov-86,5.79,2.80,432.35,0.00,594.39,6.20
30-Nov-86,5.50,2.66,432.12,0.00,589.44,28.30
1-Dec-86,5.84,2.82,432.00,0.00,587.08,9.80
2-Dec-86,6.06,2.92,431.95,0.00,585.95,14.40
3-Dec-86,6.62,3.19,431.79,0.00,582.55,0.60
4-Dec-86,6.31,3.04,431.57,0.74,577.97,2.40
5-Dec-86,6.17,2.97,431.32,0.00,572.70,6.40
6-Dec-86,5.31,2.55,431.12,0.00,568.52,0.00
7-Dec-86,3.67,1.76,431.01,0.00,566.27,0.00
8-Dec-86,6.93,3.33,430.93,0.51,564.45,7.40
9-Dec-86,7.16,3.43,430.63,0.00,558.27,8.00
10-Dec-86,4.94,2.37,430.39,0.00,553.17,11.10
11-Dec-86,5.99,2.87,430.18,0.00,548.76,0.80
12-Dec-86,7.00,3.34,429.92,0.00,543.49,0.00
13-Dec-86,4.31,2.06,429.64,0.00,538.52,0.00
14-Dec-86,3.88,1.85,429.44,0.00,534.96,0.00
15-Dec-86,4.07,1.94,429.29,0.00,532.24,28.10
16-Dec-86,5.88,2.80,429.14,0.00,529.50,0.00
17-Dec-86,6.38,3.03,428.85,0.00,524.21,0.00
18-Dec-86,4.91,2.33,428.55,0.00,518.85,0.00
