DATE,POWER FLOW (mcm),ENERGY (GWh),RES ELEV (m),GROSS STORAGE (mcm),SPILL (mcm),RAIN (mm)
1-Aug-86,0.00,0.00,230.77,831.34,3.888,-1.00
2-Aug-86,0.00,0.00,230.92,834.91,3.888,-1.00
3-Aug-86,0.00,0.00,231.07,838.48,3.888,-1.00
4-Aug-86,0.00,0.00,231.13,839.92,3.888,-1.00
5-Aug-86,0.00,0.00,231.25,842.78,2.592,-1.00
6-Aug-86,2.77,0.52,231.35,845.18,2.592,-1.00
7-Aug-86,1.54,0.29,231.40,846.37,2.124,-1.00
8-Aug-86,2.33,0.44,231.58,850.69,2.61,-1.00
9-Aug-86,0.00,0.00,231.52,849.25,8.64,-1.00
10-Aug-86,0.00,0.00,231.38,845.89,8.64,-1.00
11-Aug-86,0.00,0.00,231.18,841.11,10.476,-1.00
12-Aug-86,0.17,0.03,231.10,839.20,2.88,-1.00
13-Aug-86,1.33,0.25,231.20,841.59,0,-1.00
14-Aug-86,4.60,0.86,231.40,846.37,0,-1.00
15-Aug-86,6.08,1.14,231.32,844.46,0,-1.00
16-Aug-86,6.72,1.26,231.30,843.98,0,-1.00
17-Aug-86,5.51,1.03,231.18,841.11,0,-1.00
18-Aug-86,6.55,1.22,231.10,839.20,0,-1.00
19-Aug-86,4.38,0.82,230.97,836.10,0,-1.00
20-Aug-86,8.15,1.52,230.90,834.43,0,-1.00
21-Aug-86,7.65,1.42,230.77,831.34,0,-1.00
22-Aug-86,6.04,1.12,230.63,828.02,0,-1.00
23-Aug-86,7.52,1.39,230.50,824.94,0,-1.00
24-Aug-86,5.16,0.96,230.48,824.46,0,-1.00
25-Aug-86,7.48,1.38,230.32,820.68,0,-1.00
26-Aug-86,7.86,1.45,230.27,819.50,0,-1.00
27-Aug-86,4.57,0.84,230.10,815.49,0,-1.00
28-Aug-86,7.80,1.44,230.10,815.49,0,-1.00
29-Aug-86,7.78,1.43,229.90,810.79,0,-1.00
30-Aug-86,6.99,1.28,229.75,807.26,0,-1.00
31-Aug-86,7.80,1.43,229.60,803.75,0,-1.00
1-Sep-86,7.31,1.33,229.42,799.54,0,-1.00
2-Sep-86,7.31,1.33,229.35,797.91,0,-1.00
3-Sep-86,7.89,1.44,229.20,794.42,0,-1.00
4-Sep-86,7.91,1.44,229.05,790.93,0,-1.00
5-Sep-86,7.73,1.40,228.90,787.45,0,-1.00
6-Sep-86,4.87,0.88,228.77,784.44,0,-1.00
7-Sep-86,6.83,1.23,228.75,783.98,0,-1.00
8-Sep-86,6.30,1.14,228.62,780.97,0,-1.00
9-Sep-86,7.55,1.36,228.52,778.66,0,-1.00
10-Sep-86,7.55,1.36,228.40,775.90,0,-1.00
11-Sep-86,4.44,0.80,228.25,772.45,0,-1.00
12-Sep-86,7.09,1.27,228.28,773.14,0,-1.00
13-Sep-86,8.53,1.53,228.15,770.15,0,-1.00
14-Sep-86,7.41,1.33,228.00,766.72,0,-1.00
15-Sep-86,6.55,1.17,227.90,764.43,0,-1.00
16-Sep-86,7.18,1.28,227.70,759.86,0,-1.00
17-Sep-86,7.69,1.37,227.55,756.45,0,-1.00
18-Sep-86,5.18,0.92,227.32,751.22,0,-1.00
19-Sep-86,5.06,0.90,227.28,750.32,0,-1.00
20-Sep-86,6.61,1.17,227.42,753.49,0,-1.00
21-Sep-86,6.35,1.12,227.20,748.51,0,-1.00
22-Sep-86,7.04,1.24,227.00,743.99,0,-1.00
23-Sep-86,5.60,0.99,226.87,741.06,0,-1.00
24-Sep-86,6.00,1.06,226.77,738.80,0,-1.00
25-Sep-86,8.25,1.45,226.52,733.19,0,-1.00
26-Sep-86,6.69,1.17,226.28,727.82,0,-1.00
27-Sep-86,6.63,1.16,226.10,723.81,0,-1.00
28-Sep-86,6.72,1.17,225.95,720.47,0,-1.00
29-Sep-86,7.82,1.36,225.77,716.47,0,-1.00
30-Sep-86,7.37,1.28,225.58,712.27,0,-1.00
1-Oct-86,7.07,1.22,225.25,704.99,0,-1.00
2-Oct-86,6.90,1.19,225.02,699.94,0,-1.00
3-Oct-86,8.49,1.45,224.80,695.13,0,-1.00
4-Oct-86,9.51,1.62,224.52,689.03,0,-1.00
5-Oct-86,5.36,0.91,224.32,684.69,0,-1.00
6-Oct-86,5.31,0.90,224.25,683.17,0,-1.00
7-Oct-86,7.05,1.19,224.08,679.49,0,-1.00
8-Oct-86,6.18,1.04,223.92,676.04,0,-1.00
9-Oct-86,7.72,1.30,223.77,672.81,0,-1.00
10-Oct-86,7.89,1.33,223.55,668.09,0,-1.00
11-Oct-86,7.60,1.28,223.48,666.59,0,-1.00
12-Oct-86,7.27,1.22,223.38,664.45,0,-1.00
13-Oct-86,7.05,1.18,223.27,662.11,0,-1.00
14-Oct-86,5.84,0.98,223.70,671.31,0,-1.00
15-Oct-86,6.72,1.12,223.17,659.98,0,-1.00
16-Oct-86,6.22,1.04,223.12,658.91,0,-1.00
17-Oct-86,6.64,1.11,223.05,657.42,0,-1.00
18-Oct-86,6.89,1.15,222.86,653.39,0,-1.00
19-Oct-86,5.87,0.98,222.80,652.12,0,-1.00
20-Oct-86,3.81,0.64,222.93,654.87,0,-1.00
21-Oct-86,3.87,0.64,222.98,655.94,0,-1.00
22-Oct-86,4.43,0.74,223.10,658.49,0,-1.00
23-Oct-86,4.63,0.77,223.09,658.27,0,-1.00
24-Oct-86,1.83,0.31,223.10,658.49,0,-1.00
25-Oct-86,1.91,0.32,223.18,660.19,0,-1.00
26-Oct-86,0.00,0.00,223.42,665.31,0,-1.00
27-Oct-86,0.00,0.00,223.72,671.74,0,-1.00
28-Oct-86,1.80,0.31,224.00,677.76,0,-1.00
29-Oct-86,4.39,0.74,224.03,678.41,0,-1.00
30-Oct-86,4.35,0.74,224.05,678.84,0,-1.00
31-Oct-86,4.43,0.75,224.00,677.76,0,-1.00
1-Nov-86,2.16,0.37,224.10,679.92,0,-1.00
2-Nov-86,2.17,0.37,224.20,682.09,0,-1.00
3-Nov-86,2.44,0.41,224.20,682.09,0,-1.00
4-Nov-86,1.75,0.30,224.40,686.42,0,-1.00
5-Nov-86,1.32,0.23,224.67,692.29,0,-1.00
6-Nov-86,1.46,0.25,225.00,699.51,0,-1.00
7-Nov-86,1.31,0.23,225.34,706.97,0,-1.00
8-Nov-86,1.45,0.25,225.50,710.50,0,-1.00
9-Nov-86,1.24,0.22,225.70,714.92,0,-1.00
10-Nov-86,1.79,0.31,226.02,722.03,0,-1.00
11-Nov-86,3.96,0.69,226.36,729.61,0,-1.00
12-Nov-86,4.25,0.74,226.48,732.29,0,-1.00
13-Nov-86,4.11,0.72,226.73,737.90,0,-1.00
14-Nov-86,3.26,0.57,226.80,739.48,0,-1.00
15-Nov-86,3.14,0.55,226.83,740.15,0,-1.00
16-Nov-86,3.16,0.56,226.72,737.68,0,-1.00
17-Nov-86,4.20,0.74,226.65,736.11,0,-1.00
18-Nov-86,4.21,0.74,226.80,739.48,0,-1.00
19-Nov-86,4.23,0.75,226.90,741.73,0,-1.00
20-Nov-86,5.03,0.89,227.15,747.38,0,-1.00
21-Nov-86,5.08,0.90,227.40,753.04,0,-1.00
22-Nov-86,5.72,1.03,228.60,780.51,0,-1.00
23-Nov-86,6.53,1.18,228.65,781.66,0,-1.00
24-Nov-86,9.04,1.61,227.60,757.59,0,-1.00
25-Nov-86,10.74,1.91,227.50,755.31,0,-1.00
26-Nov-86,11.73,2.08,227.30,750.77,0,-1.00
27-Nov-86,10.85,1.92,227.10,746.24,0,-1.00
28-Nov-86,9.52,1.68,227.05,745.12,0,-1.00
29-Nov-86,8.65,1.53,226.90,741.73,0,-1.00
30-Nov-86,6.66,1.17,226.85,740.60,0,-1.00
1-Dec-86,9.18,1.62,226.95,742.86,0,0.00
2-Dec-86,10.27,1.81,227.05,745.12,0,0.00
3-Dec-86,10.43,1.84,226.95,742.86,0,0.00
4-Dec-86,10.54,1.86,226.85,740.60,0,0.00
5-Dec-86,10.76,1.89,226.80,739.48,0,10.00
6-Dec-86,10.35,1.82,226.70,737.23,0,28.20
7-Dec-86,10.32,1.81,226.60,734.99,0,10.50
8-Dec-86,6.27,1.10,226.40,730.50,0,0.00
9-Dec-86,8.80,1.55,226.65,736.11,0,1.20
10-Dec-86,14.54,2.55,226.55,733.86,0,26.30
11-Dec-86,11.92,2.08,226.35,729.39,0,17.20
12-Dec-86,10.62,1.86,226.25,727.15,0,2.50
13-Dec-86,14.23,2.48,226.00,721.58,0,0.00
14-Dec-86,12.09,2.10,225.75,716.03,0,9.90
15-Dec-86,10.81,1.87,225.48,710.06,0,23.00
16-Dec-86,14.57,2.51,225.18,703.46,0,16.10
17-Dec-86,9.56,1.64,225.12,702.14,0,0.00
18-Dec-86,12.16,2.09,225.05,700.60,0,0.00
19-Dec-86,12.57,2.15,224.78,694.69,0,0.00
20-Dec-86,11.06,1.89,224.60,690.77,0,34.00
21-Dec-86,9.57,1.63,224.40,686.42,0,32.10
22-Dec-86,13.11,2.22,224.20,682.09,0,19.40
23-Dec-86,12.39,2.10,224.00,677.76,0,19.70
24-Dec-86,11.55,1.95,223.75,672.38,0,34.00
25-Dec-86,8.64,1.45,223.45,665.95,0,0.00
26-Dec-86,9.42,1.57,223.00,656.36,0,0.00
27-Dec-86,10.50,1.75,223.18,660.19,0,3.70
28-Dec-86,8.36,1.39,222.95,655.30,0,0.80
29-Dec-86,11.02,1.83,222.85,653.18,0,21.10
30-Dec-86,11.43,1.90,222.85,653.18,0,41.00
31-Dec-86,11.09,1.84,222.68,649.58,0,20.00
1-Jan-87,10.51,1.74,222.60,647.89,0,0.00
2-Jan-87,9.98,1.65,222.40,643.68,0,0.00
3-Jan-87,8.55,1.41,222.20,639.48,0,0.00
4-Jan-87,6.95,1.14,222.00,635.30,0,1.40
5-Jan-87,8.81,1.45,221.95,634.25,0,0.00
6-Jan-87,9.80,1.60,221.75,630.08,0,0.00
7-Jan-87,8.75,1.43,221.60,626.97,0,8.40
8-Jan-87,8.87,1.45,221.50,624.89,0,11.30
9-Jan-87,9.67,1.57,221.35,621.79,0,1.50
10-Jan-87,8.38,1.36,221.28,620.34,0,7.70
11-Jan-87,9.68,1.57,221.20,618.69,0,4.40
12-Jan-87,9.09,1.47,221.00,614.58,0,10.10
13-Jan-87,11.63,1.88,220.90,612.53,0,18.40
14-Jan-87,7.53,1.21,220.70,608.43,0,48.50
15-Jan-87,8.35,1.35,220.80,610.48,0,19.40
16-Jan-87,11.00,1.77,220.75,609.45,0,21.50
17-Jan-87,8.93,1.44,220.65,607.41,0,16.50
18-Jan-87,7.26,1.17,220.60,606.39,0,7.60
19-Jan-87,11.02,1.77,220.60,606.39,0,4.90
20-Jan-87,10.65,1.71,220.45,603.33,0,2.50
21-Jan-87,11.71,1.88,220.35,601.30,0,0.80
22-Jan-87,11.32,1.81,220.15,597.24,0,0.00
23-Jan-87,11.15,1.77,219.85,591.18,0,0.00
24-Jan-87,9.75,1.55,219.97,593.60,0,25.40
25-Jan-87,7.85,1.24,219.60,586.16,0,44.40
26-Jan-87,10.47,1.66,219.60,586.16,0,23.60
27-Jan-87,11.74,1.86,219.62,586.56,0,15.30
28-Jan-87,12.47,1.98,219.60,586.16,0,9.70
29-Jan-87,13.87,2.19,219.38,581.75,0,0.00
30-Jan-87,12.73,2.00,219.18,577.76,0,0.00
31-Jan-87,13.42,2.10,218.85,571.21,0,4.50
1-Feb-87,8.45,1.32,218.65,567.26,0,0.00
2-Feb-87,12.32,1.92,218.50,564.31,0,0.00
3-Feb-87,11.89,1.84,218.20,558.42,0,0.00
4-Feb-87,7.06,1.09,218.05,555.49,0,0.00
5-Feb-87,9.75,1.51,218.00,554.52,0,0.00
6-Feb-87,4.37,0.68,218.00,554.52,0,15.00
7-Feb-87,11.96,1.85,218.00,554.52,0,93.60
8-Feb-87,8.27,1.27,217.85,551.60,0,5.00
9-Feb-87,11.85,1.82,217.75,549.65,0,0.00
10-Feb-87,11.48,1.76,217.60,546.75,0,0.00
11-Feb-87,6.87,1.05,217.45,543.85,0,0.00
12-Feb-87,6.78,1.04,217.60,546.75,0,0.00
13-Feb-87,9.25,1.42,217.65,547.72,0,0.00
14-Feb-87,8.15,1.25,217.40,542.89,0,0.00
15-Feb-87,7.48,1.14,217.25,540.00,0,0.00
16-Feb-87,11.24,1.71,217.05,536.16,0,0.00
17-Feb-87,12.78,1.94,216.85,532.34,0,0.00
18-Feb-87,10.51,1.59,216.60,527.58,0,0.00
19-Feb-87,13.21,1.99,216.45,524.73,0,0.00
20-Feb-87,13.14,1.97,216.15,519.07,0,0.00
21-Feb-87,13.09,1.95,215.90,514.37,0,0.00
22-Feb-87,12.92,1.92,215.55,507.84,0,0.00
23-Feb-87,12.91,1.90,215.00,497.65,0,0.00
24-Feb-87,12.71,1.87,214.85,494.90,0,0.00
25-Feb-87,12.56,1.84,214.65,491.23,0,0.00
26-Feb-87,12.59,1.83,214.45,487.58,0,0.00
27-Feb-87,12.55,1.82,214.30,484.85,0,0.00
28-Feb-87,5.48,0.79,213.95,478.52,0,0.00
1-Mar-87,3.49,0.51,214.30,484.85,0,0.00
2-Mar-87,12.28,1.78,214.15,482.13,0,0.00
3-Mar-87,12.36,1.78,213.80,475.82,0,0.00
4-Mar-87,12.36,1.77,213.45,469.55,0,0.00
5-Mar-87,12.26,1.75,213.10,463.32,0,0.00
6-Mar-87,12.32,1.75,212.80,458.02,0,0.00
7-Mar-87,12.10,1.70,212.45,451.88,0,0.00
8-Mar-87,11.67,1.63,212.10,445.78,0,0.00
9-Mar-87,11.74,1.63,211.65,438.01,0,2.20
10-Mar-87,11.66,1.61,211.35,432.87,0,0.00
11-Mar-87,11.16,1.54,211.15,429.46,0,35.50
12-Mar-87,11.53,1.58,210.90,425.22,0,33.40
13-Mar-87,11.49,1.57,210.65,421.00,0,31.20
14-Mar-87,11.49,1.56,210.35,415.97,0,0.00
15-Mar-87,10.86,1.46,209.95,409.31,0,0.00
16-Mar-87,11.28,1.51,209.45,401.08,0,0.00
17-Mar-87,11.05,1.47,209.15,396.18,0,0.00
18-Mar-87,11.18,1.48,208.90,392.12,0,0.00
19-Mar-87,11.11,1.46,208.60,387.29,0,0.00
20-Mar-87,10.70,1.40,208.40,384.08,0,0.00
21-Mar-87,10.73,1.40,208.10,379.30,0,0.00
22-Mar-87,7.97,1.03,207.80,374.55,0,0.00
23-Mar-87,10.04,1.29,207.50,369.83,0,0.00
24-Mar-87,10.06,1.29,207.30,366.71,0,0.00
25-Mar-87,8.58,1.10,207.10,363.60,0,0.00
26-Mar-87,7.67,0.98,207.05,362.82,0,0.00
27-Mar-87,5.32,0.68,207.00,362.05,0,1.00
28-Mar-87,4.58,0.58,206.90,360.50,0,44.50
29-Mar-87,2.11,0.27,206.85,359.73,0,4.10
30-Mar-87,6.81,0.86,206.75,358.19,0,0.00
31-Mar-87,7.29,0.93,206.90,360.50,0,0.80
1-Apr-87,7.16,0.90,206.10,348.27,0,0.00
2-Apr-87,7.15,0.89,205.70,342.24,0,0.00
3-Apr-87,7.00,0.86,205.35,337.02,0,2.50
4-Apr-87,6.47,0.80,205.10,333.31,0,0.00
5-Apr-87,2.02,0.25,204.80,328.90,0,3.70
6-Apr-87,2.43,0.30,204.80,328.90,0,0.00
7-Apr-87,4.80,0.59,204.75,328.17,0,0.00
8-Apr-87,1.58,0.19,204.60,325.98,0,0.00
9-Apr-87,3.04,0.37,204.80,328.90,0,0.00
10-Apr-87,1.98,0.24,204.75,328.17,0,0.00
11-Apr-87,1.22,0.15,204.65,326.71,0,0.00
12-Apr-87,0.35,0.04,204.60,325.98,0,0.00
13-Apr-87,0.94,0.11,204.70,327.44,0,0.00
14-Apr-87,0.00,0.00,204.70,327.44,0,0.00
15-Apr-87,1.17,0.14,204.80,328.90,0,0.00
16-Apr-87,1.05,0.13,204.75,328.17,0,6.00
17-Apr-87,0.00,0.00,204.75,328.17,0,0.00
18-Apr-87,0.65,0.08,204.80,328.90,0,0.50
19-Apr-87,0.00,0.00,204.85,329.63,0,27.70
20-Apr-87,1.76,0.22,204.95,331.10,0,29.50
21-Apr-87,4.63,0.57,205.10,333.31,0,0.00
22-Apr-87,1.72,0.21,204.95,331.10,0,0.00
23-Apr-87,4.47,0.55,205.00,331.84,0,0.00
24-Apr-87,2.23,0.27,204.80,328.90,0,0.00
25-Apr-87,2.54,0.31,204.85,329.63,0,20.90
26-Apr-87,1.28,0.16,204.80,328.90,0,6.80
27-Apr-87,3.83,0.47,204.80,328.90,0,2.30
28-Apr-87,1.39,0.17,204.70,327.44,0,0.00
29-Apr-87,2.26,0.28,204.80,328.90,0,26.10
30-Apr-87,2.05,0.25,204.80,328.90,0,2.50
1-May-87,1.71,0.21,204.85,329.63,0,36.00
2-May-87,4.64,0.57,204.75,328.17,0,0.00
3-May-87,3.22,0.39,204.65,326.71,0,0.00
4-May-87,3.72,0.45,204.70,327.44,0,0.00
5-May-87,4.05,0.49,204.65,326.71,0,0.00
6-May-87,3.17,0.39,204.65,326.71,0,0.00
7-May-87,4.13,0.50,204.65,326.71,0,0.00
8-May-87,1.21,0.15,204.55,325.25,0,0.00
9-May-87,1.32,0.16,204.60,325.98,0,0.00
10-May-87,1.66,0.20,204.55,325.25,0,0.00
11-May-87,1.78,0.22,204.45,323.79,0,0.00
12-May-87,3.38,0.41,204.35,322.34,0,0.00
13-May-87,0.83,0.10,204.15,319.45,0,0.00
14-May-87,1.73,0.21,204.15,319.45,0,0.00
15-May-87,1.65,0.20,204.10,318.73,0,0.00
16-May-87,1.72,0.21,204.10,318.73,0,0.00
17-May-87,1.69,0.20,204.05,318.01,0,0.00
18-May-87,1.60,0.19,204.00,317.29,0,0.00
19-May-87,1.87,0.23,204.00,317.29,0,1.50
20-May-87,1.34,0.16,203.85,315.14,0,0.00
21-May-87,1.39,0.17,203.90,315.86,0,0.70
22-May-87,1.14,0.14,203.90,315.86,0,3.60
23-May-87,1.27,0.15,203.90,315.86,0,0.00
24-May-87,1.34,0.16,203.85,315.14,0,9.60
25-May-87,1.34,0.16,203.85,315.14,0,0.00
26-May-87,1.27,0.15,203.85,315.14,0,0.00
27-May-87,1.26,0.15,203.85,315.14,0,1.10
28-May-87,1.30,0.16,204.00,317.29,0,7.60
29-May-87,2.03,0.25,204.16,319.59,0,0.00
30-May-87,3.98,0.48,204.05,318.01,0,0.00
31-May-87,3.92,0.47,204.00,317.29,0,0.00
1-Jun-87,3.97,0.48,203.90,315.86,0,0.00
2-Jun-87,3.76,0.45,203.85,315.14,0,0.00
3-Jun-87,3.21,0.38,203.85,315.14,0,0.00
4-Jun-87,3.06,0.37,203.85,315.14,0,0.00
5-Jun-87,3.05,0.37,203.82,314.71,0,0.00
6-Jun-87,3.02,0.36,203.82,314.71,0,0.00
7-Jun-87,1.15,0.14,203.85,315.14,0,0.00
8-Jun-87,2.37,0.28,203.95,316.57,0,0.00
9-Jun-87,2.67,0.32,204.05,318.01,0,0.00
10-Jun-87,2.71,0.33,204.05,318.01,0,0.00
11-Jun-87,1.62,0.19,203.98,317.00,0,0.00
12-Jun-87,2.55,0.31,203.90,315.86,0,0.00
13-Jun-87,1.88,0.23,203.87,315.43,0,0.00
14-Jun-87,1.77,0.21,203.80,314.42,0,0.00
15-Jun-87,1.35,0.16,203.89,315.71,0,0.00
16-Jun-87,1.01,0.12,203.70,313.00,0,0.00
17-Jun-87,1.01,0.12,203.70,313.00,0,0.00
18-Jun-87,1.00,0.12,203.80,314.42,0,0.00
19-Jun-87,1.01,0.12,203.85,315.14,0,0.00
20-Jun-87,1.00,0.12,203.90,315.86,0,0.00
21-Jun-87,1.02,0.12,204.00,317.29,0,0.00
22-Jun-87,1.48,0.18,204.05,318.01,0,0.00
23-Jun-87,1.50,0.18,204.05,318.01,0,0.00
24-Jun-87,1.48,0.18,204.05,318.01,0,0.00
25-Jun-87,1.56,0.19,204.05,318.01,0,0.00
26-Jun-87,1.50,0.18,204.00,317.29,0,1.90
27-Jun-87,2.55,0.31,204.05,318.01,0,0.00
28-Jun-87,2.50,0.30,204.00,317.29,0,0.00
29-Jun-87,2.56,0.31,203.90,315.86,0,0.00
30-Jun-87,2.31,0.28,204.00,317.29,0,0.00
1-Jul-87,2.50,0.30,204.05,318.01,0,0.00
2-Jul-87,2.35,0.28,204.10,318.73,0,0.00
3-Jul-87,2.38,0.29,204.10,318.73,0,0.00
4-Jul-87,2.55,0.31,204.20,320.17,0,0.00
5-Jul-87,2.50,0.30,204.10,318.73,0,0.00
6-Jul-87,2.31,0.28,204.15,319.45,0,0.00
7-Jul-87,2.50,0.30,204.20,320.17,0,0.00
8-Jul-87,2.47,0.30,204.30,321.62,0,0.00
9-Jul-87,2.47,0.30,204.30,321.62,0,0.00
10-Jul-87,2.45,0.30,204.30,321.62,0,0.00
11-Jul-87,1.45,0.18,204.35,322.34,0,0.00
12-Jul-87,2.37,0.29,204.40,323.07,0,0.00
13-Jul-87,3.02,0.37,204.35,322.34,0,0.00
14-Jul-87,3.29,0.40,204.40,323.07,0,0.00
15-Jul-87,3.31,0.40,204.30,321.62,0,0.00
16-Jul-87,3.42,0.41,204.10,318.73,0,0.00
17-Jul-87,3.40,0.41,203.85,315.14,0,0.00
18-Jul-87,3.25,0.39,203.65,312.28,0,0.00
19-Jul-87,3.34,0.40,203.45,309.45,0,0.00
20-Jul-87,3.48,0.41,203.20,305.92,0,0.00
21-Jul-87,2.24,0.26,203.00,303.11,0,0.00
22-Jul-87,4.02,0.47,202.70,298.93,0,0.00
23-Jul-87,4.15,0.48,202.40,294.78,0,0.00
24-Jul-87,4.14,0.48,202.10,290.66,0,0.00
25-Jul-87,4.23,0.49,201.85,287.26,0,0.00
26-Jul-87,4.26,0.49,201.50,282.53,0,0.00
27-Jul-87,4.20,0.48,201.15,277.85,0,0.00
28-Jul-87,4.18,0.47,200.85,273.87,0,0.00
29-Jul-87,4.24,0.47,200.50,269.28,0,1.70
30-Jul-87,2.95,0.33,200.15,264.72,0,0.00
31-Jul-87,2.72,0.30,200.00,262.79,0,0.00
1-Aug-87,2.83,0.31,199.70,258.94,0,0.00
2-Aug-87,2.00,0.22,199.55,257.02,0,0.00
3-Aug-87,0.00,0.00,199.35,254.48,1.747,0.00
4-Aug-87,0.00,0.00,199.20,252.59,3.456,0.00
5-Aug-87,0.00,0.00,199.00,250.08,3.456,0.00
6-Aug-87,0.00,0.00,198.85,248.20,3.456,3.80
7-Aug-87,0.00,0.00,198.70,246.34,3.456,1.40
8-Aug-87,0.00,0.00,198.45,243.25,3.456,0.00
9-Aug-87,0.00,0.00,198.25,240.79,3.456,0.00
10-Aug-87,0.00,0.00,198.00,237.74,3.456,0.00
11-Aug-87,0.00,0.00,197.80,235.31,3.456,0.00
12-Aug-87,0.00,0.00,198.60,245.10,3.456,0.00
13-Aug-87,0.00,0.00,197.45,231.11,3.456,0.00
14-Aug-87,0.00,0.00,197.20,228.13,3.456,0.00
15-Aug-87,0.00,0.00,197.05,226.35,3.456,0.00
16-Aug-87,0.00,0.00,197.00,225.76,3.456,0.00
17-Aug-87,0.00,0.00,196.70,222.24,3.456,0.00
18-Aug-87,0.00,0.00,196.50,219.91,3.283,1.80
19-Aug-87,0.00,0.00,196.40,218.75,3.283,0.00
20-Aug-87,0.00,0.00,196.30,217.60,3.283,0.00
21-Aug-87,0.00,0.00,196.15,215.87,3.283,0.00
22-Aug-87,0.00,0.00,196.05,214.72,3.283,0.00
23-Aug-87,0.00,0.00,195.80,211.87,3.283,0.00
24-Aug-87,0.00,0.00,195.65,210.17,3.283,0.00
25-Aug-87,0.00,0.00,195.50,208.48,2.929,0.00
26-Aug-87,0.00,0.00,195.35,206.79,2.592,0.00
27-Aug-87,0.00,0.00,195.30,206.23,2.592,0.00
28-Aug-87,0.00,0.00,195.15,204.56,2.592,0.00
29-Aug-87,0.00,0.00,195.15,204.56,2.592,0.00
30-Aug-87,0.00,0.00,195.10,204.01,2.592,0.00
31-Aug-87,0.00,0.00,195.00,202.90,2.592,0.00
1-Sep-87,0.00,0.00,194.85,201.24,0.702,0.00
2-Sep-87,0.00,0.00,195.10,204.01,0.594,0.00
3-Sep-87,0.00,0.00,195.15,204.56,2.332,0.00
4-Sep-87,0.00,0.00,195.10,204.01,1.652,0.00
5-Sep-87,0.00,0.00,195.15,204.56,0,0.00
6-Sep-87,0.00,0.00,195.25,205.68,0,0.00
7-Sep-87,0.00,0.00,195.35,206.79,0.522,0.00
8-Sep-87,0.00,0.00,195.35,206.79,0.693,0.00
9-Sep-87,0.00,0.00,195.60,209.60,0.432,0.00
10-Sep-87,0.00,0.00,196.05,214.72,0.432,0.00
11-Sep-87,0.00,0.00,196.50,219.91,0.432,0.00
12-Sep-87,0.00,0.00,196.80,223.41,0.432,5.60
13-Sep-87,0.00,0.00,197.10,226.94,0.432,0.00
14-Sep-87,0.00,0.00,197.30,229.32,0.432,0.00
15-Sep-87,0.00,0.00,197.70,234.11,0.432,10.50
16-Sep-87,0.05,0.01,198.00,237.74,0.432,1.00
17-Sep-87,0.00,0.00,198.30,241.40,0.44,4.90
18-Sep-87,0.00,0.00,198.60,245.10,0.44,7.10
19-Sep-87,0.00,0.00,199.00,250.08,0.449,44.00
20-Sep-87,0.00,0.00,199.30,253.85,0.449,0.00
21-Sep-87,0.00,0.00,199.50,256.39,0.475,0.00
22-Sep-87,0.58,0.06,199.75,259.57,0.483,0.00
23-Sep-87,0.73,0.08,200.10,264.08,0.518,0.00
24-Sep-87,0.66,0.07,200.20,265.37,0.518,0.00
25-Sep-87,0.57,0.06,200.45,268.62,0.552,0.00
26-Sep-87,0.53,0.06,200.80,273.21,0.587,0.00
27-Sep-87,0.70,0.08,201.05,276.52,0.604,12.00
28-Sep-87,0.52,0.06,201.20,278.52,0.535,0.00
29-Sep-87,0.51,0.06,201.60,283.88,0.417,3.30
30-Sep-87,0.59,0.07,201.75,285.90,0.495,9.30
1-Oct-87,0.81,0.09,202.20,292.03,0.68,0.00
2-Oct-87,0.63,0.07,202.65,298.23,0.514,34.10
3-Oct-87,0.64,0.08,203.15,305.21,0.54,0.00
4-Oct-87,0.52,0.06,203.45,309.45,0.431,4.50
5-Oct-87,0.96,0.11,203.60,311.57,0.617,0.50
6-Oct-87,0.00,0.00,203.90,315.86,0.617,4.40
7-Oct-87,0.65,0.08,204.20,320.17,0.622,0.00
8-Oct-87,0.69,0.08,204.60,325.98,0.622,1.40
9-Oct-87,0.60,0.07,205.00,331.84,0.504,17.10
10-Oct-87,0.61,0.08,205.40,337.76,0.324,2.00
11-Oct-87,0.00,0.00,205.70,342.24,0.144,56.80
12-Oct-87,0.44,0.06,206.05,347.52,0.144,2.10
13-Oct-87,0.76,0.10,206.45,353.59,0.144,0.00
14-Oct-87,0.95,0.12,206.80,358.96,0.144,1.70
15-Oct-87,0.62,0.08,207.00,362.05,0.144,0.00
16-Oct-87,0.77,0.10,207.30,366.71,0.144,20.10
17-Oct-87,0.67,0.09,207.65,372.19,0.145,0.00
18-Oct-87,1.40,0.18,208.00,377.71,0.063,1.90
19-Oct-87,0.91,0.12,208.10,379.30,0.142,3.40
20-Oct-87,0.90,0.12,208.30,382.48,0.142,1.30
21-Oct-87,0.89,0.12,208.80,390.51,0.094,0.00
22-Oct-87,0.67,0.09,209.05,394.55,0.145,6.00
23-Oct-87,0.90,0.12,209.45,401.08,0.09,31.00
24-Oct-87,0.86,0.12,209.85,407.66,0.142,0.00
25-Oct-87,0.76,0.10,210.20,413.47,0.144,11.70
26-Oct-87,1.04,0.14,210.45,417.64,0.145,55.00
27-Oct-87,0.74,0.10,211.00,426.91,0.082,8.40
28-Oct-87,1.30,0.18,211.35,432.87,0,33.30
29-Oct-87,0.75,0.10,211.70,438.87,0.058,45.30
