DATE,POWER FLOW (mcm),ENERGY (GWh),RES ELEV (m),GROSS STORAGE (mcm),SPILL (mcm),RAIN (mm)
06-Dec-15,11.95,2.25,231.93,858.70,0,2.10
07-Dec-15,15.07,2.84,231.91,858.20,0,9.40
08-Dec-15,15.40,2.90,231.82,856.10,7.14,23.30
09-Dec-15,15.33,2.89,231.96,859.40,0,1.70
10-Dec-15,15.62,2.94,231.88,857.50,1.17,22.00
11-Dec-15,15.59,2.94,231.91,858.20,1.77,17.00
12-Dec-15,15.62,2.95,231.94,859.00,0,0.00
13-Dec-15,12.97,2.44,231.83,856.30,1.43,1.50
14-Dec-15,15.62,2.95,232.00,860.40,23.86,29.70
15-Dec-15,15.39,2.91,232.00,860.40,5.75,2.00
16-Dec-15,15.59,2.94,231.95,859.20,2.11,0.00
17-Dec-15,15.64,2.95,231.95,859.20,0,25.30
18-Dec-15,15.67,2.96,231.96,859.40,3.54,0.00
19-Dec-15,15.56,2.93,231.93,858.70,0,2.20
20-Dec-15,12.79,2.41,231.86,857.00,0.81,1.70
21-Dec-15,15.37,2.90,231.90,858.00,0,5.90
22-Dec-15,15.72,2.96,231.78,855.10,0,0.00
23-Dec-15,15.64,2.94,231.60,850.80,0,0.00
24-Dec-15,15.54,2.91,231.42,846.50,0,0.00
25-Dec-15,14.98,2.80,231.26,842.70,0,0.00
26-Dec-15,14.48,2.70,231.09,838.70,0,43.10
27-Dec-15,14.71,2.74,231.05,837.70,0,75.00
28-Dec-15,14.72,2.76,231.35,844.90,0,32.50
29-Dec-15,15.62,2.93,231.52,848.90,0,18.00
30-Dec-15,15.65,2.94,231.58,850.30,0,14.50
31-Dec-15,15.68,2.95,231.80,855.60,0,60.20
01-Jan-16,15.73,2.97,231.92,858.50,0,35.20
02-Jan-16,15.39,2.90,231.96,859.40,0,11.30
03-Jan-16,15.64,2.95,231.96,859.40,0,0.00
04-Jan-16,15.69,2.96,231.94,859.00,0,2.70
05-Jan-16,15.37,2.90,231.90,858.00,0,0.00
06-Jan-16,15.40,2.90,231.81,855.90,0,21.00
07-Jan-16,14.99,2.82,231.79,855.40,0,12.10
08-Jan-16,14.85,2.79,231.76,854.70,0,2.80
09-Jan-16,15.58,2.93,231.61,851.10,0,0.00
10-Jan-16,14.52,2.72,231.44,847.00,0,31.00
11-Jan-16,11.00,2.06,231.33,844.40,0,0.00
12-Jan-16,10.79,2.02,231.32,844.10,0,0.00
13-Jan-16,10.92,2.04,231.29,843.40,0,0.00
14-Jan-16,13.13,2.45,231.20,841.30,0,0.00
15-Jan-16,13.23,2.47,231.09,838.70,0,0.00
16-Jan-16,13.75,2.56,230.94,835.10,0,0.00
17-Jan-16,11.93,2.22,230.76,830.90,0,0.00
18-Jan-16,11.60,2.15,230.57,826.40,0,0.00
19-Jan-16,10.20,1.89,230.48,824.20,0,0.00
20-Jan-16,11.62,2.15,230.36,821.40,0,0.00
21-Jan-16,10.90,2.01,230.19,817.40,0,0.00
22-Jan-16,11.06,2.04,230.10,815.30,0,0.00
23-Jan-16,10.35,1.90,229.92,811.10,0,29.60
24-Jan-16,7.53,1.38,229.70,806.00,0,1.00
25-Jan-16,8.07,1.48,229.63,804.30,0,2.10
26-Jan-16,6.76,1.24,229.63,804.30,0,0.00
27-Jan-16,5.50,1.01,229.72,806.40,0,0.00
28-Jan-16,5.99,1.10,229.82,808.80,0,0.00
29-Jan-16,6.14,1.13,229.89,810.40,0,0.00
30-Jan-16,6.05,1.11,229.92,811.10,0,0.00
31-Jan-16,6.08,1.12,229.85,809.50,0,0.00
01-Feb-16,4.25,0.78,229.83,809.00,0,0.00
02-Feb-16,5.45,1.00,229.89,810.40,0,0.00
03-Feb-16,5.87,1.08,229.96,812.00,0,0.00
04-Feb-16,3.01,0.55,230.01,813.20,0,0.00
05-Feb-16,6.01,1.11,230.10,815.30,0,0.00
06-Feb-16,4.68,0.86,230.19,817.40,0,0.00
07-Feb-16,5.59,1.03,230.19,817.40,0,2.50
08-Feb-16,6.29,1.16,230.14,816.30,0,0.00
09-Feb-16,5.88,1.08,230.11,815.60,0,52.00
10-Feb-16,5.82,1.07,230.22,818.10,0,0.00
11-Feb-16,6.96,1.29,230.29,819.80,0,0.00
12-Feb-16,5.52,1.02,230.30,820.00,0,0.00
13-Feb-16,5.15,0.95,230.30,820.00,0,0.00
14-Feb-16,6.79,1.25,230.27,819.30,0,0.00
15-Feb-16,6.23,1.15,230.15,816.50,0,4.10
16-Feb-16,5.30,0.98,230.13,816.00,0,2.00
17-Feb-16,7.29,1.34,230.03,813.70,0,41.50
18-Feb-16,4.49,0.83,229.98,812.50,0,35.00
19-Feb-16,3.64,0.67,230.16,816.70,0,0.00
20-Feb-16,4.38,0.81,230.25,818.80,0,0.70
21-Feb-16,6.46,1.19,230.28,819.50,0,0.00
22-Feb-16,6.41,1.18,230.13,816.00,0,0.00
23-Feb-16,5.70,1.05,229.99,812.70,0,0.00
24-Feb-16,5.70,1.05,229.99,812.70,0,0.00
25-Feb-16,6.78,1.25,229.97,812.30,0,4.70
26-Feb-16,10.68,1.96,229.94,811.60,0,1.70
27-Feb-16,11.22,2.06,229.86,809.70,0,2.80
28-Feb-16,6.94,1.27,229.79,808.10,0,8.20
29-Feb-16,8.08,1.48,229.81,808.50,0,0.00
01-Mar-16,6.61,1.21,229.78,807.80,0,0.00
02-Mar-16,5.72,1.05,229.73,806.70,0,0.00
03-Mar-16,5.77,1.06,229.64,804.60,0,0.00
04-Mar-16,6.24,1.14,229.63,804.30,0,0.00
05-Mar-16,6.39,1.17,229.59,803.40,0,0.00
06-Mar-16,4.77,0.87,229.58,803.20,0,0.00
07-Mar-16,5.43,0.99,229.52,801.80,0,0.00
08-Mar-16,1.62,0.30,229.53,802.00,0,0.00
09-Mar-16,4.39,0.80,229.61,803.90,0,0.00
10-Mar-16,4.36,0.80,229.55,802.50,0,0.00
11-Mar-16,1.62,0.30,229.49,801.10,0,0.00
12-Mar-16,5.12,0.94,229.63,804.30,0,0.00
13-Mar-16,2.52,0.46,229.55,802.50,0,0.00
14-Mar-16,12.90,2.35,229.47,800.60,0,0.00
15-Mar-16,3.54,0.64,229.32,797.10,0,0.00
16-Mar-16,0.74,0.13,229.43,799.70,0,0.00
17-Mar-16,0.60,0.11,229.74,806.90,0,0.00
18-Mar-16,2.83,0.52,229.95,811.80,0,0.00
19-Mar-16,0.44,0.08,230.01,813.20,0,0.00
20-Mar-16,1.64,0.30,230.20,817.70,0,0.00
21-Mar-16,0.94,0.17,230.28,819.50,0,0.00
22-Mar-16,1.48,0.27,230.38,821.90,0,0.00
23-Mar-16,0.85,0.16,230.45,823.50,0,0.00
24-Mar-16,2.36,0.44,230.57,826.40,0,0.00
25-Mar-16,0.70,0.13,230.73,830.10,0,0.00
26-Mar-16,1.03,0.19,230.83,832.50,0,0.00
27-Mar-16,1.63,0.30,230.79,831.60,0,0.00
28-Mar-16,2.97,0.55,230.83,832.50,0,50.50
29-Mar-16,1.91,0.36,230.98,836.10,0,0.00
30-Mar-16,2.05,0.38,231.04,837.50,0,0.00
31-Mar-16,2.61,0.49,231.08,838.40,0,0.00
01-Apr-16,2.20,0.41,231.08,838.40,0,0.00
02-Apr-16,2.43,0.45,231.11,839.10,0,0.00
03-Apr-16,3.32,0.62,231.11,839.10,0,0.00
04-Apr-16,2.76,0.51,231.10,838.90,0,0.00
05-Apr-16,2.45,0.46,231.09,838.70,0,0.00
06-Apr-16,2.54,0.47,231.08,838.40,0,0.00
07-Apr-16,3.07,0.57,231.10,838.90,0,0.00
08-Apr-16,2.74,0.51,231.08,838.40,0,0.00
09-Apr-16,2.59,0.48,231.07,838.20,0,0.00
10-Apr-16,3.33,0.62,231.07,838.20,0,0.00
11-Apr-16,4.03,0.75,231.05,837.70,0,0.00
12-Apr-16,2.96,0.55,231.01,836.80,0,0.00
13-Apr-16,4.49,0.84,231.00,836.50,0,0.00
14-Apr-16,3.42,0.64,230.98,836.10,0,0.00
15-Apr-16,3.57,0.66,230.95,835.40,0,0.00
16-Apr-16,4.02,0.75,230.98,836.10,0,0.00
17-Apr-16,3.94,0.73,230.95,835.40,0,0.00
18-Apr-16,4.68,0.87,230.89,833.90,0,0.00
19-Apr-16,5.03,0.93,230.80,831.80,0,0.00
20-Apr-16,4.71,0.87,230.74,830.40,0,0.00
21-Apr-16,6.16,1.14,230.65,828.30,0,0.00
22-Apr-16,5.48,1.02,230.55,825.90,0,0.00
23-Apr-16,5.31,0.98,230.48,824.20,0,0.00
24-Apr-16,4.30,0.80,230.38,821.90,0,0.00
25-Apr-16,6.52,1.20,230.34,821.00,0,0.00
26-Apr-16,5.28,0.97,230.22,818.10,0,0.00
27-Apr-16,6.44,1.19,230.17,817.00,0,0.00
28-Apr-16,6.31,1.16,230.05,814.20,0,0.00
29-Apr-16,4.99,0.92,229.90,810.60,0,0.00
30-Apr-16,5.77,1.06,229.93,811.30,0,0.00
01-May-16,6.18,1.13,229.70,806.00,0,0.00
02-May-16,7.20,1.32,229.54,802.30,0,0.00
03-May-16,6.58,1.20,229.36,798.10,0,0.00
04-May-16,6.00,1.09,229.24,795.30,0,0.00
05-May-16,5.23,0.95,229.12,792.50,0,2.90
06-May-16,5.79,1.05,229.09,791.80,0,11.80
07-May-16,8.01,1.45,228.97,789.00,0,0.00
08-May-16,4.78,0.86,228.76,784.20,0,11.90
09-May-16,3.78,0.68,228.68,782.40,0,0.00
10-May-16,4.57,0.83,228.62,781.00,0,4.20
11-May-16,4.02,0.73,228.55,779.40,0,18.40
12-May-16,3.95,0.71,228.57,779.80,0,0.00
13-May-16,3.30,0.59,228.52,778.70,0,0.00
14-May-16,5.31,0.96,228.50,778.20,0,21.50
15-May-16,0.93,0.17,228.45,777.10,0,76.50
16-May-16,4.26,0.77,229.06,791.10,0,3.60
17-May-16,8.88,1.62,229.33,797.40,0,10.30
18-May-16,6.61,1.20,229.21,794.60,0,0.00
19-May-16,5.13,0.93,229.16,793.40,0,0.00
20-May-16,4.31,0.78,229.15,793.20,0,0.00
21-May-16,5.73,1.04,229.10,792.10,0,0.00
22-May-16,6.43,1.17,228.99,789.50,0,0.00
23-May-16,4.99,0.90,228.85,786.30,0,0.00
24-May-16,5.63,1.02,228.88,787.00,0,0.00
25-May-16,3.59,0.65,228.90,787.40,0,0.00
26-May-16,5.45,0.99,228.93,788.10,0,0.00
27-May-16,5.33,0.97,228.91,787.70,0,0.00
28-May-16,5.72,1.04,228.87,786.70,0,0.00
29-May-16,6.51,1.18,228.78,784.70,0,0.00
30-May-16,9.73,1.76,228.63,781.20,0,0.00
31-May-16,6.03,1.09,228.46,777.30,0,0.00
01-Jun-16,7.26,1.31,228.38,775.50,0,0.00
02-Jun-16,7.36,1.32,228.32,774.10,0,0.00
03-Jun-16,8.57,1.54,228.22,771.80,0,0.00
04-Jun-16,7.75,1.39,228.09,768.90,0,0.00
05-Jun-16,7.13,1.28,227.99,766.60,0,0.00
06-Jun-16,8.30,1.48,227.88,764.10,0,0.00
07-Jun-16,10.33,1.84,227.79,762.00,0,0.00
08-Jun-16,8.25,1.47,227.61,758.00,0,0.00
09-Jun-16,7.31,1.30,227.47,754.80,0,0.00
10-Jun-16,8.21,1.46,227.44,754.10,0,0.00
11-Jun-16,7.33,1.30,227.31,751.20,0,0.00
12-Jun-16,6.69,1.18,227.20,748.70,0,0.00
13-Jun-16,8.07,1.43,227.12,746.90,0,0.00
14-Jun-16,7.95,1.40,226.99,744.00,0,0.00
15-Jun-16,7.30,1.29,226.91,742.20,0,0.00
16-Jun-16,8.68,1.53,226.85,740.80,0,0.00
17-Jun-16,7.95,1.40,226.72,737.90,0,0.00
18-Jun-16,6.63,1.17,226.66,736.60,0,3.40
19-Jun-16,7.34,1.29,226.62,735.70,0,0.00
20-Jun-16,7.61,1.33,226.43,731.50,0,0.00
21-Jun-16,7.42,1.30,226.31,728.80,0,0.00
22-Jun-16,6.88,1.20,226.20,726.40,0,0.00
23-Jun-16,7.74,1.35,226.19,726.10,0,0.00
24-Jun-16,6.88,1.20,226.02,722.40,0,0.00
25-Jun-16,7.22,1.26,225.97,721.30,0,0.00
26-Jun-16,6.30,1.09,225.86,718.80,0,0.00
27-Jun-16,7.21,1.25,225.76,716.60,0,0.00
28-Jun-16,4.66,0.81,225.63,713.80,0,0.00
29-Jun-16,6.82,1.18,225.68,714.90,0,0.00
30-Jun-16,5.80,1.01,225.77,716.80,0,0.00
01-Jul-16,5.87,1.02,225.89,719.50,0,0.00
02-Jul-16,6.60,1.15,225.94,720.60,0,0.00
03-Jul-16,5.21,0.91,225.91,719.90,0,0.00
04-Jul-16,6.95,1.21,226.01,722.10,0,0.00
05-Jul-16,5.50,0.96,226.04,722.80,0,0.00
06-Jul-16,5.63,0.98,225.96,721.00,0,0.00
07-Jul-16,6.34,1.10,225.98,721.50,0,0.00
08-Jul-16,6.00,1.04,225.91,719.90,0,0.00
09-Jul-16,4.55,0.79,225.88,719.30,0,0.00
10-Jul-16,6.55,1.14,225.68,714.90,0,0.00
11-Jul-16,6.41,1.11,225.57,712.40,0,0.00
12-Jul-16,6.14,1.06,225.44,709.60,0,0.00
13-Jul-16,5.13,0.88,225.37,708.00,0,0.00
14-Jul-16,6.82,1.18,225.39,708.50,0,0.00
15-Jul-16,4.89,0.84,225.31,706.70,0,0.00
16-Jul-16,5.84,1.01,225.18,703.90,0,0.00
17-Jul-16,5.86,1.01,225.01,700.20,0,0.00
18-Jul-16,6.96,1.19,224.84,696.50,0,0.00
19-Jul-16,5.17,0.88,224.72,693.90,0,0.00
20-Jul-16,7.36,1.25,224.50,689.10,0,0.00
21-Jul-16,6.50,1.11,224.33,685.40,0,0.00
22-Jul-16,5.45,0.92,224.21,682.80,0,0.00
23-Jul-16,8.93,1.51,223.97,677.60,0,0.00
24-Jul-16,6.69,1.12,223.59,669.50,0,0.00
25-Jul-16,7.54,1.26,223.34,664.20,0,7.00
26-Jul-16,6.87,1.15,223.00,657.00,0,1.50
27-Jul-16,5.20,0.86,222.77,652.10,0,3.00
28-Jul-16,7.15,1.19,222.62,648.90,0,0.00
29-Jul-16,7.31,1.21,222.39,644.10,0,0.00
30-Jul-16,5.74,0.95,222.18,639.70,0,0.00
31-Jul-16,7.05,1.16,222.05,637.00,0,0.00
01-Aug-16,5.64,0.92,221.81,632.00,0,0.00
02-Aug-16,7.11,1.16,221.70,629.70,0,0.00
03-Aug-16,5.75,0.94,221.74,630.50,0,0.00
04-Aug-16,6.38,1.04,221.57,627.00,0,0.00
05-Aug-16,5.80,0.95,221.45,624.50,0,0.00
06-Aug-16,4.49,0.73,221.45,624.50,0,0.00
07-Aug-16,7.09,1.15,221.30,621.40,0,0.00
08-Aug-16,5.80,0.94,221.23,620.00,0,0.00
09-Aug-16,5.68,0.92,221.16,618.50,0,0.00
10-Aug-16,5.45,0.88,221.15,618.30,0,0.00
11-Aug-16,6.98,1.13,221.01,615.50,0,0.00
12-Aug-16,5.71,0.92,221.00,615.30,0,0.00
13-Aug-16,7.01,1.13,220.85,612.20,0,0.00
14-Aug-16,5.45,0.88,220.77,610.50,0,0.00
15-Aug-16,5.29,0.85,220.73,609.70,0,0.00
16-Aug-16,4.53,0.73,220.68,608.70,0,0.00
17-Aug-16,4.06,0.65,220.70,609.10,0,0.00
18-Aug-16,5.55,0.89,220.67,608.50,0,0.00
19-Aug-16,4.97,0.80,220.63,607.70,0,0.00
20-Aug-16,4.14,0.67,220.56,606.30,0,0.00
21-Aug-16,3.09,0.50,220.60,607.10,0,0.00
22-Aug-16,2.41,0.39,220.70,609.10,0,0.50
23-Aug-16,3.47,0.56,220.69,608.90,0,0.00
24-Aug-16,3.00,0.48,220.59,606.90,0,0.00
25-Aug-16,2.82,0.45,220.50,605.00,0,0.00
26-Aug-16,3.56,0.57,220.38,602.60,0,0.00
27-Aug-16,2.55,0.41,220.23,599.50,0,0.00
28-Aug-16,2.49,0.40,220.12,597.30,0,0.00
29-Aug-16,2.68,0.43,220.05,595.90,0,0.00
30-Aug-16,3.55,0.57,219.97,594.30,0,0.00
31-Aug-16,2.26,0.36,219.79,590.70,0,0.00
01-Sep-16,1.43,0.23,219.69,588.60,0,0.00
02-Sep-16,2.02,0.32,219.65,587.80,0,0.00
03-Sep-16,0.83,0.13,219.56,586.00,0,0.00
04-Sep-16,2.36,0.37,219.53,585.40,0,0.00
05-Sep-16,0.86,0.14,219.44,583.60,0,0.00
06-Sep-16,2.34,0.37,219.40,582.80,0,0.00
07-Sep-16,1.70,0.27,219.34,581.60,0,0.00
08-Sep-16,1.34,0.21,219.41,583.00,0,0.00
09-Sep-16,1.44,0.23,219.46,584.00,0,0.00
10-Sep-16,1.73,0.27,219.53,585.40,0,0.00
11-Sep-16,2.45,0.39,219.63,587.40,0,0.00
12-Sep-16,1.50,0.24,219.68,588.40,0,0.00
13-Sep-16,0.71,0.11,219.72,589.30,0,0.00
14-Sep-16,1.60,0.25,219.88,592.50,0,0.00
15-Sep-16,1.43,0.23,219.90,592.90,0,0.00
16-Sep-16,1.37,0.22,219.93,593.50,0,0.00
17-Sep-16,2.00,0.32,219.98,594.50,0,0.00
18-Sep-16,2.77,0.44,220.01,595.10,0,0.00
19-Sep-16,0.82,0.13,220.03,595.50,0,0.00
20-Sep-16,1.20,0.19,220.11,597.10,0,0.00
21-Sep-16,2.18,0.35,220.23,599.50,0,0.00
22-Sep-16,1.34,0.21,220.24,599.80,0,0.00
23-Sep-16,1.32,0.21,220.33,601.60,0,0.00
24-Sep-16,1.29,0.21,220.47,604.40,0,0.00
25-Sep-16,2.15,0.35,220.54,605.90,0,0.00
26-Sep-16,1.06,0.17,220.59,606.90,0,0.00
27-Sep-16,2.71,0.44,220.76,610.30,0,0.00
28-Sep-16,1.05,0.17,220.84,612.00,0,0.00
29-Sep-16,1.64,0.27,221.05,616.30,0,0.00
30-Sep-16,0.92,0.15,221.10,617.30,0,0.00
01-Oct-16,1.04,0.17,221.18,619.00,0,0.00
02-Oct-16,2.28,0.37,221.30,621.40,0,0.00
03-Oct-16,1.19,0.19,221.43,624.10,0,22.80
04-Oct-16,1.73,0.28,221.52,626.00,0,0.00
05-Oct-16,1.35,0.22,221.69,629.50,0,1.50
06-Oct-16,1.11,0.18,221.86,633.00,0,0.00
07-Oct-16,2.37,0.39,222.02,636.40,0,0.00
08-Oct-16,0.00,0.00,222.10,638.00,0,0.00
09-Oct-16,2.94,0.48,222.23,640.80,0,0.00
10-Oct-16,1.38,0.23,222.27,641.60,0,0.00
11-Oct-16,1.13,0.19,222.27,641.60,0,0.00
12-Oct-16,1.61,0.27,222.26,641.40,0,0.00
13-Oct-16,1.66,0.27,222.32,642.60,0,1.40
14-Oct-16,1.53,0.25,222.37,643.70,0,3.10
15-Oct-16,2.02,0.33,222.42,644.70,0,3.80
16-Oct-16,2.25,0.37,222.55,647.50,0,0.00
17-Oct-16,3.49,0.58,222.63,649.10,0,0.00
18-Oct-16,3.70,0.61,222.77,652.10,0,58.00
19-Oct-16,2.50,0.42,222.95,655.90,0,0.00
20-Oct-16,3.51,0.59,223.16,660.30,0,0.00
21-Oct-16,2.86,0.48,223.25,662.30,0,0.00
22-Oct-16,2.48,0.42,223.42,665.90,0,0.00
23-Oct-16,0.80,0.14,223.55,668.70,0,0.00
24-Oct-16,1.85,0.31,223.62,670.10,0,3.30
25-Oct-16,3.98,0.67,223.67,671.20,0,0.00
26-Oct-16,2.61,0.44,223.60,669.70,0,0.00
27-Oct-16,2.18,0.37,223.60,669.70,0,0.00
28-Oct-16,3.56,0.60,223.63,670.40,0,0.00
29-Oct-16,2.51,0.42,223.64,670.60,0,0.00
30-Oct-16,2.25,0.38,223.63,670.40,0,0.00
31-Oct-16,3.17,0.53,223.68,671.40,0,38.90
01-Nov-16,3.25,0.55,223.75,672.90,0,32.30
02-Nov-16,0.58,0.10,223.76,673.10,0,1.10
03-Nov-16,2.78,0.47,223.93,676.80,0,22.20
04-Nov-16,0.88,0.15,224.01,678.50,0,0.00
05-Nov-16,2.36,0.40,224.13,681.10,0,0.00
06-Nov-16,1.73,0.29,224.18,682.20,0,1.90
07-Nov-16,2.63,0.45,224.25,683.70,0,0.00
08-Nov-16,3.35,0.57,224.27,684.10,0,7.60
09-Nov-16,2.73,0.47,224.78,695.20,0,45.40
10-Nov-16,3.81,0.65,224.43,687.60,0,4.90
11-Nov-16,3.31,0.56,224.51,689.30,0,0.00
12-Nov-16,3.22,0.55,224.58,690.80,0,20.20
13-Nov-16,3.32,0.57,224.63,691.90,0,3.20
14-Nov-16,4.45,0.76,224.64,692.10,0,0.00
15-Nov-16,3.22,0.55,224.55,690.20,0,4.30
16-Nov-16,5.79,0.99,224.65,692.30,0,46.00
17-Nov-16,4.60,0.79,224.64,692.10,0,13.90
18-Nov-16,2.82,0.48,224.67,692.80,0,25.70
19-Nov-16,3.99,0.68,224.87,697.10,0,16.20
20-Nov-16,3.13,0.54,224.89,697.50,0,1.20
21-Nov-16,3.80,0.65,224.93,698.40,0,2.40
22-Nov-16,4.62,0.79,224.90,697.80,0,0.00
23-Nov-16,4.78,0.82,224.87,697.10,0,2.00
24-Nov-16,5.16,0.88,224.79,695.40,0,0.00
25-Nov-16,4.42,0.76,224.66,692.50,0,3.60
26-Nov-16,4.38,0.75,224.64,692.10,0,0.00
27-Nov-16,5.14,0.88,224.55,690.20,0,0.00
28-Nov-16,4.86,0.83,224.31,685.00,0,0.00
29-Nov-16,3.84,0.65,224.18,682.20,0,0.00
30-Nov-16,5.09,0.86,224.10,680.40,0,0.00
01-Dec-16,4.07,0.69,224.00,678.30,0,0.00
02-Dec-16,5.20,0.88,223.94,677.00,0,0.00
03-Dec-16,4.05,0.68,223.85,675.10,0,0.00
04-Dec-16,4.58,0.77,223.81,674.20,0,3.70
05-Dec-16,5.49,0.93,223.71,672.10,0,0.70
06-Dec-16,5.24,0.88,223.65,670.80,0,0.00
07-Dec-16,3.94,0.66,223.50,667.60,0,0.30
08-Dec-16,5.65,0.95,223.55,668.70,0,6.20
09-Dec-16,2.92,0.49,223.67,671.20,0,0.00
10-Dec-16,3.92,0.66,223.65,670.80,0,0.00
11-Dec-16,1.81,0.31,223.60,669.70,0,0.00
12-Dec-16,3.74,0.63,223.56,668.90,0,0.00
13-Dec-16,2.40,0.40,223.47,666.90,0,0.00
14-Dec-16,3.73,0.63,223.40,665.50,0,0.00
15-Dec-16,3.66,0.61,223.29,663.10,0,0.00
16-Dec-16,3.20,0.54,223.26,662.50,0,5.00
17-Dec-16,3.02,0.51,223.25,662.30,0,28.50
18-Dec-16,1.23,0.21,223.19,661.00,0,0.00
19-Dec-16,4.65,0.78,223.23,661.80,0,14.40
20-Dec-16,3.63,0.61,223.12,659.50,0,0.00
21-Dec-16,3.51,0.59,223.10,659.10,0,13.50
22-Dec-16,4.06,0.68,223.05,658.00,0,0.00
23-Dec-16,3.63,0.60,222.96,656.10,0,0.00
24-Dec-16,3.03,0.51,222.93,655.50,0,0.00
25-Dec-16,2.21,0.37,222.81,652.90,0,0.00
26-Dec-16,4.45,0.74,222.71,650.80,0,0.00
27-Dec-16,3.41,0.57,222.53,647.00,0,47.50
28-Dec-16,4.46,0.74,222.48,646.00,0,13.00
29-Dec-16,2.57,0.43,222.37,643.70,0,28.20
30-Dec-16,3.69,0.61,222.37,643.70,0,20.00
31-Dec-16,3.65,0.60,222.29,642.00,0,4.10
01-Jan-17,4.08,0.67,222.21,640.30,0,0.00
02-Jan-17,3.43,0.56,222.06,637.20,0,18.30
03-Jan-17,3.65,0.60,221.97,635.30,0,0.00
04-Jan-17,3.32,0.54,221.84,632.60,0,0.00
05-Jan-17,2.93,0.48,221.72,630.10,0,0.00
06-Jan-17,4.40,0.72,221.66,628.90,0,0.00
07-Jan-17,2.94,0.48,221.56,626.80,0,0.00
08-Jan-17,3.59,0.59,221.50,625.60,0,0.00
09-Jan-17,3.88,0.63,221.38,623.10,0,0.00
10-Jan-17,3.67,0.60,221.23,620.00,0,0.00
11-Jan-17,3.87,0.63,221.06,616.50,0,0.00
12-Jan-17,3.27,0.53,220.88,612.80,0,0.00
13-Jan-17,3.72,0.60,220.77,610.50,0,0.00
14-Jan-17,3.71,0.60,220.64,607.90,0,0.00
15-Jan-17,5.10,0.82,220.47,604.40,0,0.00
16-Jan-17,2.05,0.33,220.20,598.90,0,0.00
17-Jan-17,3.56,0.57,220.13,597.50,0,0.00
18-Jan-17,4.16,0.66,219.96,594.10,0,0.00
19-Jan-17,3.81,0.61,219.75,589.90,0,0.00
20-Jan-17,3.29,0.52,219.57,586.20,0,8.70
21-Jan-17,3.48,0.55,219.44,583.60,0,3.10
22-Jan-17,2.77,0.44,219.27,580.20,0,10.40
23-Jan-17,1.89,0.30,219.17,578.20,0,35.80
24-Jan-17,0.29,0.05,219.22,579.20,0,76.90
25-Jan-17,0.00,0.00,219.59,586.60,0,30.00
26-Jan-17,1.50,0.24,219.83,591.50,0,11.80
27-Jan-17,0.00,0.00,219.92,593.30,0,2.70
28-Jan-17,1.80,0.29,220.01,595.10,0,28.00
29-Jan-17,1.14,0.18,220.08,596.50,0,8.50
30-Jan-17,0.80,0.13,220.15,597.90,0,24.50
31-Jan-17,0.42,0.07,220.25,600.00,0,0.00
01-Feb-17,0.00,0.00,220.30,601.00,0,0.00
02-Feb-17,2.69,0.43,220.33,601.60,0,0.00
03-Feb-17,0.00,0.00,220.25,600.00,0,0.00
04-Feb-17,1.18,0.19,220.27,600.40,0,0.00
05-Feb-17,1.80,0.29,220.23,599.50,0,0.00
06-Feb-17,0.40,0.06,220.17,598.30,0,0.00
07-Feb-17,3.96,0.63,220.15,597.90,0,0.00
08-Feb-17,3.20,0.51,219.97,594.30,0,0.00
09-Feb-17,4.04,0.64,219.85,591.90,0,0.00
10-Feb-17,2.95,0.47,219.65,587.80,0,0.00
11-Feb-17,4.37,0.69,219.51,585.00,0,0.00
12-Feb-17,3.44,0.54,219.31,581.00,0,0.00
13-Feb-17,4.64,0.73,219.14,577.60,0,0.20
14-Feb-17,3.87,0.61,218.92,573.30,0,75.70
15-Feb-17,3.21,0.50,218.90,572.90,0,4.00
16-Feb-17,3.66,0.57,218.81,571.10,0,0.00
17-Feb-17,2.66,0.42,218.68,568.50,0,0.00
18-Feb-17,3.33,0.52,218.56,566.20,0,84.80
19-Feb-17,2.31,0.36,218.54,565.80,0,54.10
20-Feb-17,2.43,0.38,218.64,567.70,0,0.00
21-Feb-17,3.10,0.48,218.59,566.70,0,0.00
22-Feb-17,3.52,0.55,218.50,565.00,0,0.00
23-Feb-17,3.82,0.59,218.35,562.00,0,0.00
24-Feb-17,4.03,0.63,218.23,559.70,0,0.00
25-Feb-17,4.18,0.65,218.06,556.30,0,0.00
26-Feb-17,2.60,0.40,217.88,552.80,0,4.90
27-Feb-17,3.92,0.60,217.81,551.50,0,21.50
28-Feb-17,3.33,0.51,217.65,548.30,0,37.00
01-Mar-17,0.305,0.047,217.79,551.1,0,22.3
02-Mar-17,0,0,218.05,556.1,0,0
03-Mar-17,0,0,218.18,558.7,0,2
04-Mar-17,0,0,218.3,561,0,24.5
05-Mar-17,0.643,0.1,218.5,565,0,0
06-Mar-17,1.135,0.177,218.63,567.5,0,28.2
07-Mar-17,1.286,0.201,218.76,570.1,0,9.5
08-Mar-17,0.313,0.049,218.87,572.3,0,0
09-Mar-17,2.296,0.36,218.97,574.3,0,0
10-Mar-17,0.44,0.069,218.96,574.1,0,16.4
11-Mar-17,2.478,0.389,219.05,575.9,0,6.2
12-Mar-17,0.821,0.129,219.09,576.7,0,0
13-Mar-17,0,0,219.2,578.8,0,10.5
14-Mar-17,0,0,219.35,581.8,0,5.9
15-Mar-17,0,0,219.57,586.2,0,6.9
16-Mar-17,0.17,0.027,219.75,589.9,0,0
